-2,-2,-2,-2,-2,2024.5,-633.06,-240.58,-24.532,-1048.1,-78.262
0,0.66667,1.2,0.28571,0.90909,16.115,17.98,31.514,5.2454,8.8625,2.6327
-1,-0.66667,-0.4,-0.85714,-0.54545,119.29,-112.66,-76.6,-7.4472,-78.618,-8.2257
1,-1.1111,-1.2,1.4286,-1.2727,92.485,-44.037,-39.952,-5.284,132.14,8.2449
-1.5,1.5556,0.4,-1.4286,1.6364,274.28,-166.57,-12.136,0.03025,-241.24,-16.526
0.5,0.22222,-1.36,0.85714,0.18182,19.485,11.173,12.569,-1.4818,32.646,3.2538
-0.5,-1.5556,1.84,-0.28571,-1.6364,77.167,-61.803,-73.626,-2.8283,-19.799,-5.1649
1.5,1.1111,0.24,-1.6735,1.2727,669.18,308.14,136.39,10.52,-456.54,-32.952
-1.75,-0.22222,-0.56,0.61224,-0.18182,141.58,-162.71,-95.121,-9.0717,-46.853,-4.9473
0.25,-1.7037,1.04,-0.53061,-0.90909,50.913,-26.105,-58.852,-3.2637,-16.044,-3.2656
-0.75,0.96296,-1.68,1.7551,0.54545,316.54,72.681,34.627,0.48267,364.32,28.665
1.25,-0.37037,1.52,-1.102,-1.7355,176.87,143.76,55.796,7.1426,-141.73,-15.925
-1.25,-0.81481,-0.08,1.1837,1.1736,82.901,-59.866,-64.842,-5.5689,27.32,4.5604
0.75,1.8519,-0.88,0.040816,-0.28099,122.46,87.994,100.01,7.0696,-17.023,-2.2642
-0.25,0.51852,0.72,-1.8367,-1.0083,463.62,-28.855,9.5283,1.225,-477.19,-37.421
1.75,-1.2593,-1.84,0.44898,1.9008,63.664,74.081,2.2799,-3.842,-21.448,1.6403
-1.875,1.4074,1.36,-0.69388,0.44628,144.61,-145.81,-25.628,1.0638,-76.729,-6.2659
0.125,0.074074,-0.24,1.5918,-1.3719,185.13,-4.4658,3.2683,0.63156,247.31,16.731
-0.875,-1.8519,-1.04,-1.2653,1.5372,285.82,-151.96,-125.14,-13.258,-165.96,-10.946
1.125,0.81481,0.56,1.0204,0.082645,72.04,68.568,67.633,7.2791,7.5484,0.63855
-1.375,-0.51852,-1.52,-0.12245,-0.64463,122.06,-126.74,-88.672,-10.632,-36.993,-4.9302
0.625,-0.96296,1.68,-1.5102,0.80992,183.86,55.781,-5.3655,1.8848,-223.66,-16.362
-0.375,1.7037,0.08,0.77551,-1.8678,60.681,34.258,64.283,6.0141,28.316,-1.2039
1.625,0.37037,-0.72,-0.36735,1.0413,152.14,158.87,93.051,6.3452,-52.736,-3.0323
-1.625,-1.4074,0.88,1.9184,-0.41322,319.92,28.649,-71.272,-3.6742,311.87,21.717
0.375,1.2593,-1.872,-0.93878,-1.1405,82.385,55.778,59.31,1.2801,-66.273,-8.1955
-0.625,-0.074074,1.328,1.3469,1.7686,108.96,17.264,-1.215,2.9329,146.29,15.657
1.375,-1.9012,-0.272,0.20408,0.31405,51.058,15.903,-42.524,-4.5547,-8.6257,-0.24548
-1.125,0.76543,-1.072,-1.9184,-1.5041,772.16,-213.26,-38.55,-6.0291,-652.51,-50.331
0.875,-0.5679,0.528,0.36735,1.405,12.019,22.025,0.95668,1.0648,1.7819,2.9121
-0.125,-1.0123,-1.232,-0.77551,-0.049587,45.232,-33.772,-49.902,-7.0208,-34.708,-3.2116
1.875,1.6543,1.968,1.5102,-0.77686,261.13,154.26,138.86,16.737,-21.529,-3.6946
-1.9375,0.32099,0.368,-1.3469,0.67769,496.74,-332.94,-114.14,-8.4844,-300.14,-23.76
0.0625,-1.4568,-0.432,0.93878,-1.9339,63.889,-34.244,-59.875,-6.0946,42.475,-0.095411
-0.9375,1.2099,1.168,-0.20408,0.97521,26.914,-10.4,29.114,5.0844,-9.0952,1.0859
1.0625,-0.12346,-1.552,-1.5918,-0.47934,352.24,156.26,44.609,-0.67377,-332.87,-27.234
-1.4375,-1.6049,1.648,0.69388,-1.2066,203.48,-162.94,-130,-7.8598,-44.886,-6.7846
0.5625,1.0617,0.048,-0.44898,1.7025,54.736,56.874,62.118,5.5588,-18.964,1.6129
-0.4375,-0.2716,-0.752,1.8367,0.24793,409.1,29.914,-11.48,-1.522,445.74,33.556
1.5625,-0.71605,0.848,-1.0204,-1.5702,203.86,178.82,59.701,6.0071,-138.77,-15.517
-1.6875,1.9506,-1.712,1.2653,1.3388,64.629,9.2829,41.435,0.6844,44.881,6.3358
0.3125,0.61728,1.488,0.12245,-0.1157,21.268,29.765,38.469,6.4102,-0.71137,-0.32444
-0.6875,-1.1605,-0.112,-1.7551,-0.84298,500.48,-143.43,-85.774,-8.4963,-440.08,-34.963
1.3125,1.5062,-0.912,0.53061,0.61157,166.61,137.95,117.77,8.421,-30.904,-1.8824
-1.1875,0.17284,0.688,-0.61224,-1.6694,73.358,-92.083,-41.358,-2.0313,-52.491,-8.2518
0.8125,-1.7531,-1.392,1.6735,1.2397,315.59,-96.405,-76.005,-8.3315,317.36,27.082
-0.1875,0.91358,1.808,-1.1837,-0.21488,80.604,8.6543,36.119,6.6071,-97.987,-8.8539
1.8125,-0.41975,0.208,1.102,-0.94215,77.764,118.31,52.184,4.8792,-39.26,-5.5747
-1.8125,-0.8642,-0.592,-0.040816,1.9669,245.93,-202.83,-135.27,-12.683,-51.263,-1.1601
0.1875,1.8025,1.008,-1.9534,0.5124,641.23,76.843,84.75,8.0061,-577.48,-40.577
-0.8125,0.46914,-1.936,0.33236,-1.3058,15.188,-29.077,-10.388,-4.7126,-4.7374,-3.1212
1.1875,-1.3086,1.264,-0.8105,1.6033,58.965,59.16,-4.3142,1.722,-52.236,-1.549
-1.3125,1.358,-0.336,1.4752,0.14876,96.617,49.626,41.091,3.4235,136.95,11.282
0.6875,0.024691,-1.136,-1.3819,-0.57851,164.22,79.339,28.686,-0.59519,-190.13,-16.873
-0.3125,-1.9506,0.464,0.90379,0.87603,107.15,-49.21,-82.728,-6.3471,39.688,5.2694
1.6875,0.71605,-1.296,-0.23907,-1.8017,205.84,183.1,113.83,6.9932,-57.24,-9.1992
-1.5625,-0.61728,1.904,-1.6268,1.1074,588.8,-297.54,-114.73,-6.012,-422.63,-30.902
0.4375,-1.0617,0.304,0.65889,-0.34711,21.606,-15.288,-34.765,-2.4692,21.515,1.2554
-0.5625,1.6049,-0.496,-0.48397,-1.0744,40.945,10.796,48.785,3.4411,-15.577,-3.5684
1.4375,0.2716,1.104,1.8017,1.8347,270.91,-58.566,26.12,6.2544,312.31,26.876
-1.0625,-1.5062,-1.616,-1.0554,0.38017,261.05,-166.24,-126.34,-14.306,-128.95,-10.593
0.9375,1.1605,1.584,1.2303,-1.438,101.84,50.972,73.098,10.087,45.741,0.83127
-0.0625,-0.17284,-0.016,0.087464,1.4711,3.6284,-6.1234,-8.4587,-0.78631,4.758,3.3876
1.9375,-1.6543,-0.816,-1.7901,0.016529,861.75,369.52,48.114,-0.45353,-607.53,-45.654
-1.9688,1.0123,0.784,0.49563,-0.71074,103.23,-135.13,-40.685,-1.4808,-42.83,-5.6405
0.03125,-0.32099,-1.776,-0.64723,0.7438,13.941,-9.4826,-18.683,-5.3005,-20.091,-0.31621
-0.96875,-0.76543,1.424,1.6385,-1.9669,162.44,11.353,-34.151,0.40815,202.85,11.799
1.0313,1.9012,-0.176,-1.2187,0.94215,314.45,177.15,133.44,10.723,-169.36,-12.717
-1.4688,0.5679,-0.976,1.0671,-0.5124,36.169,-56.33,-22.644,-3.5801,-1.6028,-1.3244
0.53125,-1.2099,0.624,-0.075802,-1.2397,20.454,-6.2957,-34.265,-1.8835,-4.686,-2.9176
-0.46875,1.4568,-1.456,-1.4636,1.6694,152.61,-19.165,33.603,-0.29578,-181.65,-11.382
1.5313,0.12346,1.744,0.82216,0.21488,89.512,116.22,73.016,9.7843,-29.769,-2.5213
-1.7188,-1.8025,0.144,-0.3207,-1.6033,397.22,-249.49,-181.5,-15.247,-74.54,-10.469
0.28125,0.8642,-0.656,1.965,1.3058,648.52,-12.12,33.089,3.3967,617.29,46.793
-0.71875,-0.46914,0.944,-0.89213,-0.14876,63.163,-67.976,-45.46,-2.109,-64.15,-6.0677
1.2813,-0.91358,-1.968,1.3936,-0.87603,64.026,-24.602,-26.04,-5.6728,93.112,5.8681
-1.2188,1.7531,1.232,0.25073,0.57851,47.62,-4.2039,46.79,6.8191,-3.119,0.81284
0.78125,0.41975,-0.368,-1.8717,-1.7025,645.2,155.68,57.023,2.3439,-570.81,-45.395
